seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,gravity_z,gravity_y,gravity_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,compass_magneticBearing,barometer_relativeAltitude,barometer_pressure,location_verticalAccuracy,location_longitude,location_latitude,annotation_text,annotation_millisecond_press_duration,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,GIS_Elevation,Temperature (°C),Humidity (%),Cloud Cover (%),Wind Speed (km/h)
0.19,0.335801214,0.071926117,0.171508491,-0.316825926,9.795184135,0.352660358,-0.050060369,-0.003359756,0.158519413,0.4371337,0.431092292,0.574728668,0.541073501,-2.302719355,-1.522435784,2.657954931,-6.750000477,-51.39375305,24.71250153,205.6804073,0.0,996.4810791,,88.5313747,24.3732946,,,-0.208175582,10.14939642,0.300538528,-17.19375038,-66.86250305,9.412500381,-0.057543463,-0.001221729,0.159435713,-0.208175582,10.14939642,0.300538528,20.09164916560792,32,83,18,21
0.2,-0.126026407,-0.382620335,-0.177311912,-0.324628368,9.794961452,0.351602957,-0.002046397,0.104641137,0.0456316,0.435647309,0.429931015,0.575943261,0.541903526,-2.316319108,-1.521965802,2.649087071,-4.275000095,-46.57500076,26.70000076,209.8243073,,,,88.5313747,24.3732946,,,-0.565304339,12.13819122,1.594218075,-14.70000076,-62.04375076,11.40000057,-0.009529492,0.106779163,0.046547896,-0.565304339,12.13819122,1.594218075,20.104474115788893,32,83,18,21
0.21,-0.37972261,0.820520639,1.033356979,-0.340106949,9.79268074,0.397485793,0.004428768,0.206930443,-0.116675173,0.437790945,0.430223197,0.576409787,0.539442658,-2.278641224,-1.517425001,2.682313681,-4.331250191,-49.27500153,26.11875153,207.9263136,,,,88.5313747,24.3732946,,,0.669990349,9.483234692,0.893001407,-14.77500057,-64.76250458,10.81875038,-0.003054324,0.209068467,-0.115758874,0.669990349,9.483234692,0.893001407,20.08557975442608,32,83,18,21
0.22,1.021973774,0.856380939,0.520344317,-0.271482155,9.793672085,0.424980596,-0.058612476,0.260778171,-0.132130051,0.444535151,0.432645544,0.571541369,0.537165225,-2.139338613,-1.519345403,2.80517292,-4.331250191,-49.27500153,26.11875153,207.9263136,,,,88.5313747,24.3732946,,,-0.434297312,9.164510608,0.025124656,-14.77500057,-64.76250458,10.81875038,-0.06609557,0.262916198,-0.131213754,-0.434297312,9.164510608,0.025124656,20.091685785941408,32,83,18,21
0.23,0.346959457,0.288253784,-1.305203915,-0.253578246,9.796014786,0.379095048,0.013958258,0.031581708,0.007269291,0.444641888,0.43460387,0.569251806,0.537925839,-2.160968542,-1.524266064,2.77990973,-4.875,-47.51250076,26.86875153,209.4885544,-0.023773193,996.4838257,,88.5313747,24.3732946,,,0.636012247,9.460263729,-1.638604939,-15.31875038,-62.98125076,11.56875038,0.006475167,0.033719735,0.008185589,0.636012247,9.460263729,-1.638604939,20.094654473731744,32,83,18,21
0.24,1.359166443,0.296247482,-1.926673651,-0.192424096,9.800769329,0.278902665,0.068875002,0.073914638,0.045814859,0.445805773,0.438793749,0.5632658,0.539857268,-2.173939228,-1.536235273,2.757444382,-4.350000381,-49.70625305,25.68750191,207.3292934,,,,88.5313747,24.3732946,,,0.305802706,9.827322578,-1.169611716,-14.79375076,-65.17500305,10.38750076,0.061391909,0.076052664,0.046731157,0.305802706,9.827322578,-1.169611716,20.09824279936868,32,83,18,21
0.25,0.924755692,0.080219507,-0.127072811,-0.161420159,9.802155018,0.247472927,0.059528772,-0.060292354,0.001649336,0.447281584,0.440699667,0.560364395,0.540091723,-2.147297978,-1.540519238,2.777993202,-3.637500048,-47.64375305,26.86875153,209.4208768,,,,88.5313747,24.3732946,,,1.630110398,11.3928268,1.293918863,-14.06250095,-63.13125229,11.56875038,0.052045678,-0.058154327,0.002565631,1.630110398,11.3928268,1.293918863,20.11140703845572,32,83,18,21
0.26,0.799753904,-0.849572182,1.779266715,-0.12638697,9.801224709,0.300692558,-0.08194751,-0.085459983,0.240619637,0.452860564,0.441835791,0.557875514,0.537097156,-1.968695402,-1.537530661,2.9443326,-5.287500381,-47.8125,28.33125114,210.6488212,,,,88.5313747,24.3732946,,,0.628355241,10.9500349,2.477528596,-15.71250057,-63.30000305,13.03125095,-0.089430604,-0.083321955,0.241535932,0.628355241,10.9500349,2.477528596,20.08798695128633,32,83,18,21
0.27,0.025336862,1.128440857,1.898350477,-0.135503091,9.799017906,0.361335456,-0.114078999,-0.11988221,0.299629174,0.455654576,0.44171612,0.558384389,0.534293294,-1.927200794,-1.531395972,2.980845928,-4.78125,-48.41250229,26.38125038,208.5871325,-0.034347534,996.4851685,,88.5313747,24.3732946,,,-1.11505537,10.07952614,1.210289681,-15.22500038,-63.90000153,11.08125019,-0.121562092,-0.117744188,0.300545469,-1.11505537,10.07952614,1.210289681,20.10056937753654,32,83,18,21
0.28,-0.786355615,1.023404121,0.835497499,-0.193608075,9.79707098,0.387465253,-0.151586094,0.037690356,0.082283485,0.453625441,0.440816119,0.561739951,0.533247113,-2.033767104,-1.526607454,2.87955606,-6.525000095,-46.72500229,26.11875153,209.2047001,,,,88.5313747,24.3732946,,,-1.021735273,10.34895778,1.304686576,-16.96875,-62.21250153,10.81875038,-0.159069189,0.039828385,0.083199781,-1.021735273,10.34895778,1.304686576,20.10369658275448,32,83,18,21
0.29,-0.268574819,0.201339245,0.751307219,-0.207843743,9.795739174,0.413073987,-0.049205158,0.153510317,-0.126876616,0.452875182,0.439220801,0.563632965,0.533204228,-2.03707397,-1.523620248,2.880472779,-7.068750381,-49.93125153,27.54375076,208.8826001,,,,88.5313747,24.3732946,,,-0.180418828,9.274102211,0.524028161,-17.51250076,-65.41875458,12.24375057,-0.056688251,0.155648348,-0.125960319,-0.180418828,9.274102211,0.524028161,20.0818580165088,32,83,18,21
0.3,-0.279389329,-0.328717709,-0.7030444,-0.215098672,9.795955658,0.403904647,0.030390523,-0.180815979,0.126296293,0.45116818,0.438283458,0.564689487,0.534302324,-2.060291052,-1.524090171,2.862081528,-3.337500095,-47.00625229,28.93125153,211.6113276,,,,88.5313747,24.3732946,,,-0.557049116,8.95346365,-1.392144197,-13.78125095,-62.49375153,13.63125038,0.022907429,-0.178677944,0.127212591,-0.557049116,8.95346365,-1.392144197,20.10430179407605,32,83,18,21
0.31,-0.18405091,-1.099616528,-2.095707893,-0.254353188,9.797398567,0.34118329,0.136986424,-0.172324954,0.266275954,0.447555065,0.439914078,0.565193653,0.535466731,-2.211886525,-1.527359486,2.714150548,-5.137500286,-49.12500381,26.11875153,207.9986576,0.087203979,996.4708252,,88.5313747,24.3732946,,,-1.180259753,9.524630547,-0.973280624,-15.56250095,-64.61250305,10.81875038,0.129503332,-0.170186925,0.267192253,-1.180259753,9.524630547,-0.973280624,20.08682096494749,32,83,18,21
0.32,-0.791225694,-1.086484432,-0.19734934,-0.297058478,9.796864033,0.321849793,0.043524115,-0.074464417,0.01631009,0.443905547,0.439158604,0.567701876,0.536471725,-2.316149354,-1.526116908,2.617856741,-4.143750191,-49.50000381,26.55000114,208.2074901,,,,88.5313747,24.3732946,,,-0.32446674,9.064012337,0.723111013,-14.58750057,-64.98750305,11.25,0.036041021,-0.072326388,0.017226385,-0.32446674,9.064012337,0.723111013,20.08260206371941,32,83,18,21
0.33,0.609709144,0.279377937,1.470812559,-0.276141614,9.796740532,0.343532324,-0.137902725,0.067805992,-0.119729498,0.446118087,0.439273208,0.56667304,0.535629869,-2.247868061,-1.525836229,2.68191433,-2.925000191,-47.34375,27.45000076,210.1052434,,,,88.5313747,24.3732946,,,0.9241081,9.777551842,1.819980907,-13.36875057,-62.83125305,12.15000057,-0.14538582,0.069944018,-0.118813198,0.9241081,9.777551842,1.819980907,20.11795542149013,32,83,18,21
0.34,1.34826088,-0.177769661,1.119401932,-0.232542515,9.796921253,0.369421631,-0.131916246,0.124433155,-0.042210757,0.450893253,0.440793008,0.563521832,0.533702016,-2.132230997,-1.526253998,2.786109805,-3.431250095,-50.55000305,25.42500114,206.700903,,,,88.5313747,24.3732946,,,0.763908636,9.83270669,-0.060418766,-13.87500095,-66.0375061,10.125,-0.139399338,0.12657118,-0.04129446,0.763908636,9.83270669,-0.060418766,20.11862528132298,32,83,18,21
0.35,0.39911437,-0.144272327,-0.969281495,-0.205751993,9.79845953,0.343589261,-0.049938194,0.032986698,0.025961753,0.452474788,0.442688525,0.560818374,0.533643723,-2.110955596,-1.529937387,2.801105738,-4.481250286,-49.14375305,26.73750114,208.549159,0.227233887,996.4542236,,88.5313747,24.3732946,,,-0.583848733,9.588040352,-0.825523812,-14.92500019,-64.61250305,11.4375,-0.057421288,0.035124725,0.02687805,-0.583848733,9.588040352,-0.825523812,20.11233589392465,32,83,18,21
0.36,-0.5647946,-0.034542561,-0.636145681,-0.217297517,9.799212933,0.313974082,0.037781987,0.040378162,-0.06346885,0.45057638,0.442930058,0.561152339,0.534697771,-2.176178217,-1.531849086,2.738939166,-4.350000381,-45.45000076,29.45625114,212.9473663,,,,88.5313747,24.3732946,,,-0.871585637,9.521639347,0.135792684,-14.79375076,-60.93750381,14.15625095,0.030298893,0.042516188,-0.062552554,-0.871585637,9.521639347,0.135792684,20.09218455076693,32,83,18,21
0.37,-0.677342504,-0.517642975,-0.289189033,-0.220909834,9.799163342,0.313018665,0.077243851,0.089247344,-0.208976838,0.449907735,0.442451701,0.561693579,0.53508845,-2.18536675,-1.531719327,2.731841922,-4.012500286,-49.42500305,25.50000191,207.2907131,,,,88.5313747,24.3732946,,,-0.810209757,8.974999046,-0.148355009,-14.45625019,-64.89375305,10.20000076,0.069760758,0.091385371,-0.208060542,-0.810209757,8.974999046,-0.148355009,20.083906884560253,32,83,18,21
0.38,0.375502557,-0.358493805,-0.343940511,-0.209278107,9.799374104,0.314265698,0.14355322,0.040775224,-0.098043797,0.449934691,0.441866115,0.561626613,0.535619646,-2.158118844,-1.532273173,2.760117054,-6.843750477,-49.08750153,24.97500038,206.9663241,,,,88.5313747,24.3732946,,,0.783888692,9.4473423,0.312502645,-17.28750038,-64.55625153,9.675000191,0.136070129,0.042913251,-0.097127498,0.783888692,9.4473423,0.312502645,20.107369321060485,32,83,18,21
0.39,1.292595565,0.205079079,0.786739677,-0.172857963,9.799170017,0.341393948,0.118416139,0.053939359,0.019486586,0.453051731,0.441880345,0.55995968,0.534723818,-2.039977312,-1.531738341,2.872535944,-5.550000191,-50.92500305,26.66250038,207.6349374,0.1743927,996.4606323,,88.5313747,24.3732946,,,1.037288599,9.85184896,1.3226327,-15.99375057,-66.4125061,11.36250019,0.110933045,0.056077387,0.020402884,1.037288599,9.85184896,1.3226327,20.097606099749584,32,83,18,21
0.4,0.648873091,-1.979322433,0.396933436,-0.153407529,9.798792839,0.361266017,0.013225222,-0.094256439,0.020341797,0.455045968,0.441924036,0.559039116,0.533958375,-1.972360015,-1.530760527,2.936410904,-2.587500095,-49.08750153,27.60000038,209.3473614,,,,88.5313747,24.3732946,,,-0.150747813,9.513863087,1.038006449,-13.01250076,-64.55625153,12.30000019,0.00574213,-0.092118404,0.021258094,-0.150747813,9.513863087,1.038006449,20.08488152939379,32,83,18,21
0.41,0.158500202,0.037820339,0.539946184,-0.161129735,9.798373699,0.36918655,-0.078801557,-0.275805444,0.154243356,0.455293268,0.44209303,0.559257597,0.533378571,-1.982326746,-1.529708147,2.925664306,-4.143750191,-49.50000381,26.55000114,208.2074901,,,,88.5313747,24.3732946,,,1.473978782,9.317173004,0.246939294,-14.58750057,-64.98750305,11.25,-0.086284649,-0.273667421,0.155159652,1.473978782,9.317173004,0.246939294,20.09980707640445,32,83,18,21
0.42,1.259333715,-0.397352695,0.034550138,-0.146007419,9.79868269,0.367232099,0.012125665,-0.271529397,0.212153336,0.456786722,0.443059325,0.557801634,0.532824129,-1.94914633,-1.53048557,2.954352498,-3.487500191,-50.60625076,25.18125153,206.4545576,,,,88.5313747,24.3732946,,,0.165104765,9.537192822,1.006181926,-13.93125057,-66.09375,9.881250381,0.004642573,-0.269391373,0.213069636,0.165104765,9.537192822,1.006181926,20.081375540844608,32,83,18,21
0.43,0.136742525,0.130746841,0.780796289,-0.156307951,9.797896862,0.383587465,-0.037965246,-0.227058437,0.089125171,0.456989795,0.442824706,0.558458269,0.532156765,-1.957715333,-1.528545976,2.94580698,-3.787500143,-50.60625076,25.18125153,206.4545576,0.192886353,996.4581909,,88.5313747,24.3732946,,,-0.417308271,9.682795906,0.984407246,-14.23125076,-66.09375,9.881250381,-0.045448339,-0.224920413,0.090041469,-0.417308271,9.682795906,0.984407246,20.11637281608315,32,83,18,21
0.44,-0.392510012,-0.049761295,0.117472343,-0.166979611,9.797547817,0.387986928,-0.044593128,-0.157755829,-0.003054324,0.456225157,0.442272574,0.55938223,0.532301426,-1.977228642,-1.527709305,2.928694248,-5.15625,-50.98125076,24.37500191,205.5532555,,,,88.5313747,24.3732946,,,-0.540777904,9.959885025,0.11294123,-15.60000038,-66.45000458,9.075000763,-0.052076222,-0.155617803,-0.002138027,-0.540777904,9.959885025,0.11294123,20.090351199264,32,83,18,21
0.45,0.11602439,0.867537975,-0.184784368,-0.181015745,9.797668934,0.378539428,-0.020983205,-0.161818084,0.121134488,0.454895243,0.442073703,0.560178518,0.532767326,-2.01685071,-1.527996719,2.891875625,-3.131250143,-50.58750153,23.88750076,205.2767576,,,,88.5313747,24.3732946,,,0.445065008,10.66899824,0.342173643,-13.57500076,-66.07500458,8.587500572,-0.0284663,-0.159680052,0.122050785,0.445065008,10.66899824,0.342173643,20.10650089137416,32,83,18,21
0.46,0.027850449,1.167316437,0.108237296,-0.179903165,9.797736168,0.377331018,-0.017073671,-0.089002997,0.044532043,0.455283329,0.442498505,0.559792399,0.532488972,-2.015672445,-1.528155327,2.891568899,-4.331250191,-46.95000076,29.19375038,211.87356,,,,88.5313747,24.3732946,,,-0.675254554,10.83757229,0.365144731,-14.77500057,-62.43750381,13.89375019,-0.024556764,-0.086864971,0.045448339,-0.675254554,10.83757229,0.365144731,20.092468443043572,32,83,18,21
0.47,-0.633707285,0.579807281,-0.433553815,-0.189028189,9.79778862,0.37148723,0.009468404,-0.10323615,-0.043829548,0.454190075,0.442111433,0.560513377,0.532985568,-2.041492462,-1.528280377,2.868460417,-4.162500381,-47.13750076,27.05625153,209.8552078,0.406906128,996.4328003,,88.5313747,24.3732946,,,-0.351266371,9.872307587,-0.433100891,-14.60625076,-62.60625076,11.75625038,0.001985311,-0.101098122,-0.04291325,-0.351266371,9.872307587,-0.433100891,20.10080272084711,32,83,18,21
0.48,-0.152511775,-0.150467396,-0.801477164,-0.187364534,9.7981987,0.36134693,0.072845624,-0.000672,-0.064812753,0.453780785,0.442183301,0.560380995,0.533413559,-2.049161911,-1.529278517,2.861425638,-6.093750477,-50.00625229,27.16875076,208.5155464,,,,88.5313747,24.3732946,,,0.09511471,9.165108919,0.254237402,-16.53750038,-65.49375153,11.86875057,0.065362533,0.001466075,-0.063896456,0.09511471,9.165108919,0.254237402,20.10186841117373,32,83,18,21
0.49,0.60318768,-0.046533108,0.368805468,-0.16787976,9.79850769,0.362430319,-0.052839804,0.091018852,-0.142026061,0.454515591,0.441979423,0.559654742,0.533718765,-2.004473507,-1.530044317,2.905155182,-5.362500191,-49.36875153,27.16875076,208.8249925,,,,88.5313747,24.3732946,,,1.033699381,10.01492004,0.747039229,-15.80625057,-64.83750153,11.86875057,-0.060322898,0.093156878,-0.141109766,1.033699381,10.01492004,0.747039229,20.087394178221015,32,83,18,21
0.5,1.746099114,0.973524094,0.011692598,-0.121707704,9.799598694,0.351025239,-0.190437096,0.002626719,-0.087536923,0.456864908,0.44292143,0.556798726,0.533918172,-1.903705418,-1.532884836,2.999939442,-2.550000191,-48.31875229,25.31250191,207.6484683,,,,88.5313747,24.3732946,,,2.055434656,10.90887852,-0.400558516,-12.99375057,-63.80625153,10.01250076,-0.197920191,0.004764748,-0.086620627,2.055434656,10.90887852,-0.400558516,20.11878338511058,32,83,18,21
0.51,2.263176501,0.674981117,-1.063194275,-0.087675393,9.800964355,0.322080001,-0.023182318,-0.152899456,0.231578831,0.459076017,0.445263699,0.553362131,0.533646613,-1.83627516,-1.536749363,3.059064507,-6.337500095,-51.28125381,25.20000076,206.1698551,0.594512939,996.4108276,,88.5313747,24.3732946,,,1.485942859,10.3501544,-0.273379978,-16.78125,-66.75,9.900000572,-0.030665411,-0.150761427,0.232495134,1.485942859,10.3501544,-0.273379978,20.11100531293444,32,83,18,21
0.52,0.360368088,-0.1297369,0.781378299,-0.091440793,9.80051899,0.334249854,0.125379995,-0.122478388,0.216856997,0.459646046,0.445345819,0.553470194,0.532975525,-1.837923646,-1.535452425,3.056196451,-3.806250095,-47.4375,26.45625114,209.1487373,,,,88.5313747,24.3732946,,,-0.220139696,10.40734291,2.43637203,-14.25000095,-62.90625381,11.15625,0.117896901,-0.120340358,0.217773296,-0.220139696,10.40734291,2.43637203,20.117579957662567,32,83,18,21
0.53,-0.605116487,0.823297977,2.611791015,-0.092954338,9.798744678,0.382421345,-0.071807154,0.001649336,-0.093523397,0.46141921,0.444540009,0.554187208,0.531368107,-1.809572697,-1.530649364,3.082692146,-1.256250024,-47.64375305,28.23750114,210.6543757,,,,88.5313747,24.3732946,,,-0.551545617,10.01037359,2.360519528,-11.70000076,-63.11250305,12.93750095,-0.079290247,0.003787362,-0.092607099,-0.551545617,10.01037359,2.360519528,20.115793094017103,32,83,18,21
0.54,-0.239402905,-1.031971931,0.024110138,-0.078297816,9.79865551,0.388084769,-0.08768964,0.091690801,-0.204945132,0.462444186,0.444596142,0.553467572,0.531181037,-1.769879103,-1.530413628,3.1203897,-7.087500095,-48.28125381,26.38125038,208.6525335,,,,88.5313747,24.3732946,,,-0.150269262,9.788080406,-1.068634599,-17.53125,-63.75000381,11.08125019,-0.095172733,0.093828832,-0.20402884,-0.150269262,9.788080406,-1.068634599,20.10391599915244,32,83,18,21
0.55,-0.050815389,-0.55830431,-2.353114009,-0.073081218,9.799945831,0.354832649,0.068875005,0.01970039,-0.023976441,0.460910767,0.444633007,0.553197533,0.532761306,-1.774309576,-1.53384316,3.118771315,-6.712500095,-48.30000305,27.65625191,209.7951577,0.634155273,996.4059448,,88.5313747,24.3732946,,,0.82217387,8.636175537,-2.355973148,-17.15625,-63.78750229,12.35625076,0.06139191,0.021838416,-0.023060146,0.82217387,8.636175537,-2.355973148,20.11687496940092,32,83,18,21
0.56,1.009740949,-0.433665752,-1.832048893,-0.05363836,9.80156517,0.311100662,-0.002901607,0.043554659,-0.061514083,0.460372582,0.445626035,0.551499873,0.534155637,-1.741266489,-1.538596869,0.009452939,-3.618750095,-44.55000305,31.21875191,215.0211411,,,,88.5313747,24.3732946,,,1.068993518,10.5523479,0.485144805,-14.06250095,-60.03750229,15.91875076,-0.010384699,0.045692685,-0.060597785,1.068993518,10.5523479,0.485144805,20.083539700082078,32,83,18,21
0.57,2.109296262,0.779386044,0.740127444,-0.001696977,9.80187273,0.305497512,-0.129228444,0.025473061,-0.207510765,0.463408008,0.446623608,0.54828161,0.534008682,-1.576438606,-1.539581358,-2.974740386,-3.975000143,-48.60000229,24.86250114,207.0931079,,,,88.5313747,24.3732946,,,3.176232767,10.99454136,1.109312582,-14.41875076,-64.08750153,9.5625,-0.136711538,0.027611089,-0.206594469,3.176232767,10.99454136,1.109312582,20.087839314496765,32,83,18,21
0.58,3.11667347,0.661756516,0.05052036,0.061829062,9.801516533,0.31111294,0.047189305,-0.152868912,0.082924895,0.467812851,0.44782865,0.544331461,0.53320086,-1.374707401,-1.538438439,-2.78341341,-7.312500477,-50.23125076,26.96250153,208.2254566,,,,88.5313747,24.3732946,,,2.316252279,9.321479988,-0.181375956,-17.75625038,-65.71875,11.66250038,0.03970621,-0.150730884,0.083841189,2.316252279,9.321479988,-0.181375956,20.08180909155642,32,83,18,21
0.59,0.7610524,-1.155539989,0.208070904,0.059169168,9.800967216,0.32826978,0.201371573,-0.199080834,0.329072851,0.468562633,0.447767362,0.544506371,0.532414973,-1.391904831,-1.536755502,-2.801913857,-5.53125,-46.29375076,29.36250114,212.3855221,0.673782349,996.4012451,,88.5313747,24.3732946,,,-0.294915397,8.98265636,1.727617949,-15.97500038,-61.76250076,14.06250095,0.193888478,-0.196942806,0.329989153,-0.294915397,8.98265636,1.727617949,20.093013213230527,32,83,18,21
0.6,-1.310914457,0.693956852,2.444323659,0.027372636,9.799939632,0.36158973,-0.118110704,-0.009957098,0.076297015,0.468278572,0.447126001,0.546518594,0.531140983,-1.495000422,-1.53380543,-2.90333569,-2.850000143,-48.84375381,27.95625114,209.7851311,,,,88.5313747,24.3732946,,,-1.529970777,10.31497955,2.438286257,-13.29375076,-64.3125,12.65625095,-0.125593797,-0.007819068,0.077213305,-1.529970777,10.31497955,2.438286257,20.095547091587576,32,83,18,21
0.61,-0.907982349,1.608464241,0.970607162,0.029270086,9.799822807,0.364700019,-0.174707327,0.181732275,-0.330019694,0.468214393,0.446796745,0.546699464,0.531288683,-1.490709543,-1.53347981,-2.898319721,-6.337500095,-48.28125381,26.36250114,208.6353964,,,,88.5313747,24.3732946,,,-0.07417748,10.02544804,-1.184925783,-16.78125,-63.75000381,11.0625,-0.182190422,0.183870293,-0.329103392,-0.07417748,10.02544804,-1.184925783,20.090853961270955,32,83,18,21
0.62,0.453386158,0.063774109,-2.155286491,0.064281149,9.800626755,0.336984321,0.042302386,0.192116971,-0.377575523,0.468336985,0.446809992,0.545052499,0.532857895,-1.381017148,-1.535755038,-2.788844466,-5.568750381,-48.82500076,29.51250076,211.1510606,,,,88.5313747,24.3732946,,,2.056630999,10.59242773,-2.296511471,-16.01250076,-64.29375458,14.21250057,0.034819292,0.194254994,-0.37665922,2.056630999,10.59242773,-2.296511471,20.113149500366077,32,83,18,21
